id,estatus,tipo_poblacion,codigo_postal,colonia,alcaldia,estado_civil,dependientes_ecconomicos,num_dependientes_economicos,ult_grado_estudios,estatus_estudios,profesion,tiempo_buscando_empleo
19108,APROBADO,POBLACION GENERAL,08300,SANTA ANITA,IZTACALCO,CASADO-A,SI,1,BACHILLERATO,CONCLUIDO,SIN DATO,0 A 3 MESES
19109,APROBADO,POBLACION GENERAL,08720,GABRIEL RAMOS MILLAN SECCION TLACOTAL,IZTACALCO,CASADO-A,SI,2,SECUNDARIA,CONCLUIDO,SIN DATO,0 A 3 MESES
19110,APROBADO,POBLACION GENERAL,03400,ALAMOS,BENITO JUAREZ,CASADO-A,SI,1,POSGRADO,TRUNCO,ADMINISTRACION,0 A 3 MESES
19111,APROBADO,POBLACION GENERAL,09240,PROGRESISTA,IZTAPALAPA,SOLTER0-A,SI,2,SECUNDARIA,CONCLUIDO,SIN DATO,0 A 3 MESES
19112,APROBADO,POBLACION GENERAL,08620,LOS REYES,IZTACALCO,CASADO-A,SI,3,SECUNDARIA,CONCLUIDO,SIN DATO,0 A 3 MESES
19113,APROBADO,POBLACION GENERAL,08730,GABRIEL RAMOS MILLAN,IZTACALCO,SOLTER0-A,SI,1,LICENCIATURA,TRUNCO,SIN DATO,3 A 6 MESES
19114,APROBADO,POBLACION GENERAL,08100,AGRICOLA PANTITLAN,IZTACALCO,SOLTER0-A,NO,0,LICENCIATURA,CONCLUIDO,LIC HOTELERIA Y RESTAUNTERIA,0 A 3 MESES
19115,APROBADO,POBLACION GENERAL,09290,SANTA CRUZ MEYEHUALCO,IZTAPALAPA,CASADO-A,SI,2,BACHILLERATO,CONCLUIDO,SIN DATO,0 A 3 MESES
19116,APROBADO,POBLACION GENERAL,09870,SANTA MARIA TOMATLAN,IZTAPALAPA,CASADO-A,SI,2,SECUNDARIA,CONCLUIDO,SIN DATO,3 A 6 MESES
19117,APROBADO,POBLACION GENERAL,09970,VALLE DE SAN LORENZO,IZTAPALAPA,CASADO-A,SI,2,TECNICA/COMERCIAL,TRUNCO,SECRETARIA,0 A 3 MESES
19118,NO APROBADO,POBLACION GENERAL,09648,SAN PABLO,IZTAPALAPA,CASADO-A,SI,2,SECUNDARIA,CONCLUIDO,SIN DATO,0 A 3 MESES
19119,APROBADO,POBLACION GENERAL,09830,PARAJE SAN JUAN,IZTAPALAPA,CASADO-A,SI,3,LICENCIATURA,CONCLUIDO,CONTADOR PUBLICO,0 A 3 MESES
19120,APROBADO,POBLACION GENERAL,04490,CULHUACAN CTM SECCION PILOTO,COYOACAN,SOLTER0-A,NO,0,TECNICA/COMERCIAL,CONCLUIDO,SIN DATO,0 A 3 MESES
19121,APROBADO,POBLACION GENERAL,09260,CONSTITUCION DE 1917,IZTAPALAPA,SOLTER0-A,SI,1,BACHILLERATO,CONCLUIDO,SIN DATO,MAS DE 1 AÑO
19122,APROBADO,POBLACION GENERAL,09819,VALLE DEL SUR,IZTAPALAPA,CASADO-A,SI,3,LICENCIATURA,TRUNCO,TURISMO,0 A 3 MESES
19123,APROBADO,POBLACION GENERAL,09000,LA ASUNCION,IZTAPALAPA,SOLTER0-A,NO,0,LICENCIATURA,CONCLUIDO,LIC FILOSOFIA,0 A 3 MESES
19124,APROBADO,POBLACION GENERAL,09880,EL VERGEL,IZTAPALAPA,SOLTER0-A,SI,1,LICENCIATURA,CONCLUIDO,INGENIERIA EN NEGOCIOS,0 A 3 MESES
19125,APROBADO,POBLACION GENERAL,09640,XALPA,IZTAPALAPA,SOLTER0-A,SI,2,SECUNDARIA,CONCLUIDO,SIN DATO,3 A 6 MESES
19126,APROBADO,POBLACION GENERAL,09640,XALPA,IZTAPALAPA,CASADO-A,SI,3,BACHILLERATO,CONCLUIDO,DISEÑADOR,3 A 6 MESES
19127,NO APROBADO,POBLACION GENERAL,09200,UNIDAD VICENTE GUERRERO,IZTAPALAPA,CASADO-A,SI,1,TECNICA/COMERCIAL,CONCLUIDO,SECRETARIA EJECUTIVA,0 A 3 MESES
19128,APROBADO,POBLACION GENERAL,09689,BARRANCA DE GUADALUPE,IZTAPALAPA,SOLTER0-A,SI,3,BACHILLERATO,TRUNCO,SIN DATO,0 A 3 MESES
19129,APROBADO,POBLACION GENERAL,09000,SAN IGNACIO,IZTAPALAPA,CASADO-A,SI,3,SECUNDARIA,CONCLUIDO,SIN DATO,0 A 3 MESES
19130,APROBADO,POBLACION GENERAL,09208,CHINAMPAC DE JUAREZ,IZTAPALAPA,CASADO-A,NO,0,PRIMARIA,CONCLUIDO,SIN DATO,0 A 3 MESES
19131,APROBADO,POBLACION GENERAL,09630,SAN MIGUEL TEOTONGO SECCION GUADALUPE,IZTAPALAPA,CASADO-A,SI,1,LICENCIATURA,CONCLUIDO,ING AUTOMOTRIZ,0 A 3 MESES
19132,APROBADO,POBLACION GENERAL,09240,PROGRESISTA,IZTAPALAPA,SOLTER0-A,SI,1,TECNICA/COMERCIAL,CONCLUIDO,SECRETARIA BILINGUE,3 A 6 MESES
19133,APROBADO,POBLACION GENERAL,09060,ESCUADRON 201,IZTAPALAPA,SOLTER0-A,NO,0,LICENCIATURA,TRUNCO,LABORATORISTA QUIMICO,0 A 3 MESES
19134,APROBADO,POBLACION GENERAL,09970,VALLE DE SAN LORENZO,IZTAPALAPA,SOLTER0-A,SI,6,BACHILLERATO,TRUNCO,SIN DATO,6 MESES A 1 AÑO
19135,APROBADO,POBLACION GENERAL,09210,TEPALCATES I,IZTAPALAPA,SOLTER0-A,SI,0,TECNICA/COMERCIAL,CONCLUIDO,ASISTENTE EJECUTIVO,6 MESES A 1 AÑO
19136,APROBADO,POBLACION GENERAL,09700,DESARROLLO URBANO QUETZALCOATL,IZTAPALAPA,CASADO-A,SI,3,TECNICA/COMERCIAL,CONCLUIDO,TECNICO EN SISTEMAS COMPUTACIONALES,6 MESES A 1 AÑO
19137,NO APROBADO,POBLACION GENERAL,09960,EL MOLINO TEZONCO,IZTAPALAPA,CASADO-A,SI,1,LICENCIATURA,TRUNCO,ING MECANICA,MAS DE 1 AÑO
19138,NO APROBADO,POBLACION GENERAL,09290,SANTA CRUZ MEYEHUALCO,IZTAPALAPA,SOLTER0-A,SI,1,TECNICA/COMERCIAL,CONCLUIDO,AUXILIAR ENFERMERIA,0 A 3 MESES
19139,APROBADO,POBLACION GENERAL,09290,SANTA CRUZ MEYEHUALCO,IZTAPALAPA,CASADO-A,SI,2,BACHILLERATO,TRUNCO,SIN DATO,0 A 3 MESES
19140,APROBADO,POBLACION GENERAL,09200,UNIDAD VICENTE GUERRERO,IZTAPALAPA,CASADO-A,SI,2,TECNICA/COMERCIAL,CONCLUIDO,TECNICO EN ADMINISTRACION DE REC HUMANOS,6 MESES A 1 AÑO
19141,APROBADO,POBLACION GENERAL,09200,UNIDAD VICENTE GUERRERO,IZTAPALAPA,SOLTER0-A,NO,0,BACHILLERATO,CONCLUIDO,ENFERMERA GENERAL,0 A 3 MESES
19142,APROBADO,POBLACION GENERAL,09570,SANTA MARIA AZTAHUACAN,IZTAPALAPA,CASADO-A,SI,2,BACHILLERATO,TRUNCO,SIN DATO,6 MESES A 1 AÑO
19143,APROBADO,POBLACION GENERAL,09500,SANTA MARIA AZTAHUACAN,IZTAPALAPA,SOLTER0-A,SI,2,SECUNDARIA,CONCLUIDO,SIN DATO,0 A 3 MESES
19144,APROBADO,POBLACION GENERAL,09000,SAN LUCAS,IZTAPALAPA,CASADO-A,SI,2,TECNICA/COMERCIAL,CONCLUIDO,TRABAJO SOCIAL,3 A 6 MESES
19145,APROBADO,POBLACION GENERAL,09670,PALMITAS,IZTAPALAPA,CASADO-A,SI,1,SECUNDARIA,CONCLUIDO,SIN DATO,0 A 3 MESES
19146,APROBADO,POBLACION GENERAL,09830,LOS ANGELES,IZTAPALAPA,CASADO-A,NO,0,BACHILLERATO,CONCLUIDO,SIN DATO,0 A 3 MESES
19147,APROBADO,POBLACION GENERAL,09850,SAN NICOLAS TOLENTINO,IZTAPALAPA,SOLTER0-A,NO,0,LICENCIATURA,TRUNCO,ING MECANICO,3 A 6 MESES
19148,APROBADO,POBLACION GENERAL,09000,SAN LUCAS,IZTAPALAPA,CASADO-A,SI,2,SECUNDARIA,CONCLUIDO,SIN DATO,3 A 6 MESES
19149,APROBADO,POBLACION GENERAL,09850,SAN NICOLAS TOLENTINO,IZTAPALAPA,SOLTER0-A,SI,2,BACHILLERATO,TRUNCO,SIN DATO,MAS DE 1 AÑO
19150,APROBADO,POBLACION GENERAL,09160,SOLIDARIDAD,IZTAPALAPA,SOLTER0-A,SI,2,BACHILLERATO,TRUNCO,SIN DATO,3 A 6 MESES
19151,APROBADO,POBLACION GENERAL,09209,RENOVACION,IZTAPALAPA,CASADO-A,SI,3,BACHILLERATO,TRUNCO,IMPRESOR,6 MESES A 1 AÑO
19152,APROBADO,POBLACION GENERAL,09290,SANTA CRUZ MEYEHUALCO,IZTAPALAPA,SOLTER0-A,SI,2,BACHILLERATO,TRUNCO,SIN DATO,3 A 6 MESES
19153,APROBADO,POBLACION GENERAL,09660,CITLALLI,IZTAPALAPA,SOLTER0-A,SI,1,SECUNDARIA,CONCLUIDO,SIN DATO,6 MESES A 1 AÑO
19154,APROBADO,POBLACION GENERAL,09000,SAN JOSE,IZTAPALAPA,CASADO-A,SI,1,BACHILLERATO,TRUNCO,SIN DATO,0 A 3 MESES
19155,NO APROBADO,POBLACION GENERAL,09700,DESARROLLO URBANO QUETZALCOATL,IZTAPALAPA,SOLTER0-A,SI,1,SECUNDARIA,TRUNCO,SIN DATO,3 A 6 MESES
19156,APROBADO,POBLACION GENERAL,09630,SAN MIGUEL TEOTONGO SECCION GUADALUPE,IZTAPALAPA,SOLTER0-A,SI,1,TECNICA/COMERCIAL,CONCLUIDO,TEC ADMINISTRACION EMPRESAS,0 A 3 MESES
19157,NO APROBADO,POBLACION GENERAL,09770,PUENTE BLANCO,IZTAPALAPA,SOLTER0-A,NO,0,BACHILLERATO,CONCLUIDO,SIN DATO,3 A 6 MESES
19158,APROBADO,POBLACION GENERAL,09890,LOMAS ESTRELLA,IZTAPALAPA,CASADO-A,SI,2,TECNICA/COMERCIAL,CONCLUIDO,EMPRESAS TURISTICAS,3 A 6 MESES
19159,APROBADO,POBLACION GENERAL,09700,DESARROLLO URBANO QUETZALCOATL,IZTAPALAPA,SOLTER0-A,SI,5,LICENCIATURA,CONCLUIDO,ING BIOTECNOLOGO,0 A 3 MESES
19160,APROBADO,POBLACION GENERAL,09680,TENORIOS,IZTAPALAPA,CASADO-A,SI,3,LICENCIATURA,TRUNCO,LIC NEGOCIOS INTERNACIONALES,6 MESES A 1 AÑO
19161,APROBADO,POBLACION GENERAL,09850,SAN JUAN XALPA,IZTAPALAPA,SOLTER0-A,SI,1,BACHILLERATO,CONCLUIDO,SIN DATO,MAS DE 1 AÑO
19162,APROBADO,POBLACION GENERAL,09770,PUENTE BLANCO,IZTAPALAPA,SOLTER0-A,NO,0,BACHILLERATO,TRUNCO,SIN DATO,3 A 6 MESES
19163,APROBADO,POBLACION GENERAL,09430,APATLACO,IZTAPALAPA,CASADO-A,SI,2,BACHILLERATO,TRUNCO,SIN DATO,3 A 6 MESES
19164,APROBADO,POBLACION GENERAL,09000,SAN IGNACIO,IZTAPALAPA,SOLTER0-A,NO,0,LICENCIATURA,CONCLUIDO,LIC ADMINISTRACION INDUSTRIAL,MAS DE 1 AÑO
19165,APROBADO,POBLACION GENERAL,09698,MIGUEL DE LA MADRID HURTADO,IZTAPALAPA,CASADO-A,SI,3,TECNICA/COMERCIAL,TRUNCO,SECRETARIA BILINGUE,6 MESES A 1 AÑO
19166,APROBADO,POBLACION GENERAL,09440,EL RETOÑO,IZTAPALAPA,SOLTER0-A,SI,2,SECUNDARIA,CONCLUIDO,SIN DATO,3 A 6 MESES
19167,APROBADO,POBLACION GENERAL,09000,SAN LUCAS,IZTAPALAPA,CASADO-A,SI,1,SECUNDARIA,CONCLUIDO,SIN DATO,0 A 3 MESES
19168,APROBADO,POBLACION GENERAL,09640,XALPA,IZTAPALAPA,SOLTER0-A,SI,3,LICENCIATURA,CONCLUIDO,INGENIERO EN SISTEMAS,0 A 3 MESES
19169,APROBADO,POBLACION GENERAL,09900,SAN LORENZO,IZTAPALAPA,SOLTER0-A,SI,2,BACHILLERATO,TRUNCO,SIN DATO,6 MESES A 1 AÑO
19170,APROBADO,POBLACION GENERAL,09440,SAN ANDRES TETEPILCO,IZTAPALAPA,CASADO-A,SI,1,SECUNDARIA,CONCLUIDO,SIN DATO,6 MESES A 1 AÑO
19171,APROBADO,POBLACION GENERAL,09240,PROGRESISTA,IZTAPALAPA,SOLTER0-A,NO,0,LICENCIATURA,TRUNCO,LIC PERIODISMO,0 A 3 MESES
19172,APROBADO,POBLACION GENERAL,09360,SAN MIGUEL,IZTAPALAPA,CASADO-A,SI,3,LICENCIATURA,CONCLUIDO,LAE,3 A 6 MESES
19173,APROBADO,POBLACION GENERAL,09208,CHINAMPAC DE JUAREZ,IZTAPALAPA,SOLTER0-A,NO,0,LICENCIATURA,CONCLUIDO,LIC ADMINISTRACION,0 A 3 MESES
19174,APROBADO,POBLACION GENERAL,09080,CACAMA,IZTAPALAPA,SOLTER0-A,SI,1,TECNICA/COMERCIAL,CONCLUIDO,INFORMATICA,0 A 3 MESES
19175,APROBADO,POBLACION GENERAL,09720,FRANCISCO VILLA,IZTAPALAPA,SOLTER0-A,SI,1,LICENCIATURA,CONCLUIDO,LIC TRABAJADOR SOCIAL,0 A 3 MESES
19176,APROBADO,POBLACION GENERAL,09300,GUADALUPE DEL MORAL,IZTAPALAPA,CASADO-A,SI,2,LICENCIATURA,CONCLUIDO,ING MECANICO,0 A 3 MESES
19177,APROBADO,POBLACION GENERAL,09770,PUENTE BLANCO,IZTAPALAPA,SOLTER0-A,NO,0,LICENCIATURA,CONCLUIDO,LIC PSICOLOGIA,0 A 3 MESES
19178,APROBADO,POBLACION GENERAL,09150,FUENTES DE ZARAGOZA,IZTAPALAPA,CASADO-A,SI,2,SECUNDARIA,TRUNCO,SIN DATO,6 MESES A 1 AÑO
19179,APROBADO,POBLACION GENERAL,09920,JOSE LOPEZ PORTILLO,IZTAPALAPA,CASADO-A,SI,3,BACHILLERATO,CONCLUIDO,SIN DATO,6 MESES A 1 AÑO
19180,APROBADO,POBLACION GENERAL,09430,APATLACO,IZTAPALAPA,CASADO-A,SI,2,SECUNDARIA,CONCLUIDO,SIN DATO,3 A 6 MESES
19181,APROBADO,POBLACION GENERAL,09500,SANTA MARIA AZTAHUACAN,IZTAPALAPA,SOLTER0-A,SI,1,PRIMARIA,CONCLUIDO,SIN DATO,3 A 6 MESES
19182,APROBADO,POBLACION GENERAL,09700,BUENAVISTA,IZTAPALAPA,CASADO-A,SI,1,TECNICA/COMERCIAL,TRUNCO,TECNICO EN MANTENIMIENTO,0 A 3 MESES
19183,APROBADO,POBLACION GENERAL,09850,SAN NICOLAS TOLENTINO,IZTAPALAPA,SOLTER0-A,NO,0,LICENCIATURA,TRUNCO,INGENIERIA EN SOFTWARE,0 A 3 MESES
19184,APROBADO,POBLACION GENERAL,09790,SAN LORENZO TEZONCO,IZTAPALAPA,CASADO-A,SI,1,SECUNDARIA,TRUNCO,SIN DATO,0 A 3 MESES
19185,APROBADO,POBLACION GENERAL,09070,GRANJAS DE SAN ANTONIO,IZTAPALAPA,CASADO-A,NO,0,TECNICA/COMERCIAL,CONCLUIDO,TEC QUIMICO INDUSTRIAL,6 MESES A 1 AÑO
19186,APROBADO,POBLACION GENERAL,09440,SAN ANDRES TETEPILCO,IZTAPALAPA,SOLTER0-A,SI,3,SECUNDARIA,CONCLUIDO,SIN DATO,0 A 3 MESES
19187,APROBADO,POBLACION GENERAL,09560,PARAJE ZACATEPEC,IZTAPALAPA,CASADO-A,SI,2,BACHILLERATO,TRUNCO,SIN DATO,3 A 6 MESES
19188,APROBADO,POBLACION GENERAL,09930,EL ROSARIO,IZTAPALAPA,CASADO-A,SI,2,BACHILLERATO,CONCLUIDO,SIN DATO,0 A 3 MESES
19189,APROBADO,POBLACION GENERAL,09868,SAN JUAN ESTRELLA,IZTAPALAPA,SOLTER0-A,SI,1,BACHILLERATO,TRUNCO,SIN DATO,0 A 3 MESES
19190,APROBADO,POBLACION GENERAL,09640,XALPA,IZTAPALAPA,SOLTER0-A,SI,1,BACHILLERATO,TRUNCO,SIN DATO,0 A 3 MESES
19191,APROBADO,POBLACION GENERAL,09000,SANTA BARBARA,IZTAPALAPA,CASADO-A,SI,2,TECNICA/COMERCIAL,TRUNCO,SIN DATO,3 A 6 MESES
19192,APROBADO,POBLACION GENERAL,09209,RENOVACION,IZTAPALAPA,CASADO-A,SI,2,TECNICA/COMERCIAL,CONCLUIDO,SECRETARIA EJECUTIVA,3 A 6 MESES
19193,APROBADO,POBLACION GENERAL,09830,LOS ANGELES,IZTAPALAPA,SOLTER0-A,SI,1,BACHILLERATO,TRUNCO,SIN DATO,0 A 3 MESES
19194,APROBADO,POBLACION GENERAL,09630,SAN MIGUEL TEOTONGO SECCION GUADALUPE,IZTAPALAPA,SOLTER0-A,SI,1,LICENCIATURA,TRUNCO,LIC MERCADOTECNIA,6 MESES A 1 AÑO
19195,APROBADO,POBLACION GENERAL,09700,SANTA CRUZ MEYEHUALCO,IZTAPALAPA,SOLTER0-A,SI,2,TECNICA/COMERCIAL,TRUNCO,COSMETOLOGIA,6 MESES A 1 AÑO
19196,APROBADO,POBLACION GENERAL,09000,SANTA BARBARA,IZTAPALAPA,CASADO-A,SI,2,BACHILLERATO,CONCLUIDO,SIN DATO,0 A 3 MESES
19197,APROBADO,POBLACION GENERAL,09660,CITLALLI,IZTAPALAPA,CASADO-A,SI,3,SECUNDARIA,CONCLUIDO,SIN DATO,6 MESES A 1 AÑO
19198,APROBADO,POBLACION GENERAL,09360,SAN MIGUEL,IZTAPALAPA,CASADO-A,SI,2,BACHILLERATO,CONCLUIDO,TEC MANTTO IND,0 A 3 MESES
19199,APROBADO,POBLACION GENERAL,09630,SAN MIGUEL TEOTONGO SECCION PUENTE,IZTAPALAPA,SOLTER0-A,SI,1,LICENCIATURA,TRUNCO,LIC DERECHO,6 MESES A 1 AÑO
19200,APROBADO,POBLACION GENERAL,09770,PUENTE BLANCO,IZTAPALAPA,CASADO-A,SI,3,BACHILLERATO,CONCLUIDO,TECNICO EN MANTENIMIENTO,MAS DE 1 AÑO
19201,NO APROBADO,POBLACION GENERAL,09430,EL TRIUNFO,IZTAPALAPA,SOLTER0-A,SI,2,BACHILLERATO,CONCLUIDO,SIN DATO,0 A 3 MESES
19202,NO APROBADO,POBLACION GENERAL,09830,LOS ANGELES,IZTAPALAPA,SOLTER0-A,SI,2,LICENCIATURA,CONCLUIDO,LIC FINANZAS,MAS DE 1 AÑO
19203,APROBADO,POBLACION GENERAL,09700,CARLOS HANK GONZALEZ,IZTAPALAPA,SOLTER0-A,SI,1,LICENCIATURA,CONCLUIDO,LIC MERCADOTECNIA,3 A 6 MESES
19204,NO APROBADO,POBLACION GENERAL,09868,SAN JUAN ESTRELLA,IZTAPALAPA,CASADO-A,SI,4,BACHILLERATO,TRUNCO,SIN DATO,0 A 3 MESES
19205,APROBADO,POBLACION GENERAL,09080,CACAMA,IZTAPALAPA,SOLTER0-A,SI,2,SECUNDARIA,CONCLUIDO,SIN DATO,3 A 6 MESES
19206,APROBADO,POBLACION GENERAL,09819,VALLE DEL SUR,IZTAPALAPA,SOLTER0-A,SI,2,LICENCIATURA,CONCLUIDO,REPORTERA,3 A 6 MESES
19207,NO APROBADO,POBLACION GENERAL,03430,JOSEFA ORTIZ DE DOMINGUEZ,BENITO JUAREZ,SOLTER0-A,NO,0,TECNICA/COMERCIAL,CONCLUIDO,ADMINISTRATIVO,MAS DE 1 AÑO
19208,APROBADO,POBLACION GENERAL,09700,BUENAVISTA,IZTAPALAPA,SOLTER0-A,SI,1,SECUNDARIA,CONCLUIDO,SIN DATO,0 A 3 MESES
19209,APROBADO,POBLACION GENERAL,09730,REFORMA POLITICA,IZTAPALAPA,CASADO-A,SI,1,BACHILLERATO,TRUNCO,SIN DATO,0 A 3 MESES
19210,APROBADO,POBLACION GENERAL,09060,SECTOR POPULAR,IZTAPALAPA,SOLTER0-A,SI,1,SECUNDARIA,CONCLUIDO,SIN DATO,MAS DE 1 AÑO
19211,APROBADO,POBLACION GENERAL,09080,CACAMA,IZTAPALAPA,CASADO-A,SI,3,LICENCIATURA,CONCLUIDO,LIC CONTABILIDAD,0 A 3 MESES
19212,APROBADO,POBLACION GENERAL,09620,LOMAS DE ZARAGOZA,IZTAPALAPA,CASADO-A,SI,2,LICENCIATURA,TRUNCO,LIC COMUNICACION Y CULTURA,3 A 6 MESES
19213,APROBADO,POBLACION GENERAL,09800,VALLE DE LUCES,IZTAPALAPA,CASADO-A,SI,1,LICENCIATURA,CONCLUIDO,LIC CONTADOR PUBLICO,6 MESES A 1 AÑO
19214,APROBADO,POBLACION GENERAL,09830,EL MANTO,IZTAPALAPA,SOLTER0-A,SI,1,LICENCIATURA,CONCLUIDO,LAE,6 MESES A 1 AÑO
19215,NO APROBADO,POBLACION GENERAL,09400,EL SIFON,IZTAPALAPA,SOLTER0-A,SI,2,LICENCIATURA,CONCLUIDO,LAE,0 A 3 MESES
19216,APROBADO,POBLACION GENERAL,09850,SAN JUAN XALPA,IZTAPALAPA,SOLTER0-A,SI,1,BACHILLERATO,CONCLUIDO,SIN DATO,0 A 3 MESES
19217,APROBADO,POBLACION GENERAL,09260,CONSTITUCION DE 1917,IZTAPALAPA,SOLTER0-A,NO,0,LICENCIATURA,CONCLUIDO,LIC MERCADOTECNIA,0 A 3 MESES
19218,APROBADO,POBLACION GENERAL,09710,LOS ANGELES APANOAYA,IZTAPALAPA,SOLTER0-A,SI,1,LICENCIATURA,TRUNCO,ADMINISTRACION PUBLICA,6 MESES A 1 AÑO
19219,APROBADO,POBLACION GENERAL,09820,RICARDO FLORES MAGON,IZTAPALAPA,SOLTER0-A,SI,1,LICENCIATURA,CONCLUIDO,ING ELECTRICO ELECTRONICO,0 A 3 MESES
19220,APROBADO,POBLACION GENERAL,09850,SAN JUAN XALPA,IZTAPALAPA,SOLTER0-A,NO,0,SECUNDARIA,CONCLUIDO,SIN DATO,3 A 6 MESES
19221,APROBADO,POBLACION GENERAL,09830,EL MANTO,IZTAPALAPA,CASADO-A,SI,3,TECNICA/COMERCIAL,TRUNCO,TEC EN DESARROLLO DE SOFTWARE,MAS DE 1 AÑO
19222,APROBADO,POBLACION GENERAL,09440,SAN ANDRES TETEPILCO,IZTAPALAPA,SOLTER0-A,SI,1,SECUNDARIA,CONCLUIDO,SIN DATO,0 A 3 MESES
19223,APROBADO,POBLACION GENERAL,09696,MIRAVALLES,IZTAPALAPA,CASADO-A,SI,1,PRIMARIA,TRUNCO,SIN DATO,3 A 6 MESES
19224,APROBADO,POBLACION GENERAL,09910,LOS MIRASOLES,IZTAPALAPA,CASADO-A,NO,0,TECNICA/COMERCIAL,TRUNCO,SECRETARIADO,0 A 3 MESES
19225,APROBADO,POBLACION GENERAL,09290,SANTA CRUZ MEYEHUALCO,IZTAPALAPA,SOLTER0-A,NO,0,BACHILLERATO,TRUNCO,SIN DATO,0 A 3 MESES
19226,APROBADO,POBLACION GENERAL,09310,LEYES DE REFORMA 3A SECCION,IZTAPALAPA,SOLTER0-A,NO,0,LICENCIATURA,CONCLUIDO,LICENCIATURA ADMINISTRACION,3 A 6 MESES
19227,APROBADO,POBLACION GENERAL,09690,IZTLAHUACAN,IZTAPALAPA,SOLTER0-A,SI,1,LICENCIATURA,TRUNCO,LIC RELACIONES INTERNACIONALES,6 MESES A 1 AÑO
19228,APROBADO,POBLACION GENERAL,09860,CASA BLANCA,IZTAPALAPA,SOLTER0-A,NO,0,LICENCIATURA,TRUNCO,LIC COMUNICACION,3 A 6 MESES
19229,APROBADO,POBLACION GENERAL,09850,SAN JUAN XALPA,IZTAPALAPA,CASADO-A,SI,1,BACHILLERATO,CONCLUIDO,SIN DATO,3 A 6 MESES
19230,APROBADO,POBLACION GENERAL,09858,PARAJE SAN JUAN CERRO,IZTAPALAPA,SOLTER0-A,SI,3,LICENCIATURA,TRUNCO,LIC ADMINISTRACION,MAS DE 1 AÑO
19231,APROBADO,POBLACION GENERAL,09578,EJERCITO DE AGUA PRIETA,IZTAPALAPA,CASADO-A,SI,1,SECUNDARIA,CONCLUIDO,SIN DATO,MAS DE 1 AÑO
19232,APROBADO,POBLACION GENERAL,09800,VALLE DE LUCES,IZTAPALAPA,SOLTER0-A,NO,0,BACHILLERATO,TRUNCO,SIN DATO,3 A 6 MESES
19233,APROBADO,POBLACION GENERAL,09830,EL MANTO,IZTAPALAPA,SOLTER0-A,SI,1,SECUNDARIA,CONCLUIDO,SIN DATO,0 A 3 MESES
19234,APROBADO,POBLACION GENERAL,09900,SAN LORENZO,IZTAPALAPA,SOLTER0-A,NO,0,BACHILLERATO,CONCLUIDO,RECURSOS HUMANOS,MAS DE 1 AÑO
19235,APROBADO,POBLACION GENERAL,09700,BUENAVISTA,IZTAPALAPA,SOLTER0-A,SI,3,BACHILLERATO,TRUNCO,SIN DATO,6 MESES A 1 AÑO
19236,APROBADO,POBLACION GENERAL,09700,DESARROLLO URBANO QUETZALCOATL,IZTAPALAPA,CASADO-A,SI,3,SECUNDARIA,CONCLUIDO,SIN DATO,0 A 3 MESES
19237,NO APROBADO,POBLACION GENERAL,09430,APATLACO,IZTAPALAPA,SOLTER0-A,SI,1,TECNICA/COMERCIAL,TRUNCO,TEC EN ENFERMERIA,0 A 3 MESES
19238,APROBADO,POBLACION GENERAL,09830,PARAJE SAN JUAN,IZTAPALAPA,SOLTER0-A,SI,2,BACHILLERATO,CONCLUIDO,SIN DATO,3 A 6 MESES
19239,APROBADO,POBLACION GENERAL,09819,VALLE DEL SUR,IZTAPALAPA,CASADO-A,SI,1,SECUNDARIA,CONCLUIDO,SIN DATO,0 A 3 MESES
19240,APROBADO,POBLACION GENERAL,09000,SANTA BARBARA,IZTAPALAPA,SOLTER0-A,SI,2,LICENCIATURA,CONCLUIDO,LIC CONTABILIDAD,0 A 3 MESES
19241,APROBADO,POBLACION GENERAL,09970,VALLE DE SAN LORENZO,IZTAPALAPA,SOLTER0-A,SI,2,TECNICA/COMERCIAL,CONCLUIDO,TEC COMPUTACION,0 A 3 MESES
19242,NO APROBADO,POBLACION GENERAL,09856,AMPLIACION VERACRUZANA,IZTAPALAPA,CASADO-A,SI,3,BACHILLERATO,CONCLUIDO,SIN DATO,0 A 3 MESES
19243,NO APROBADO,POBLACION GENERAL,09060,ESCUADRON 201,IZTAPALAPA,SOLTER0-A,NO,0,BACHILLERATO,CONCLUIDO,SIN DATO,3 A 6 MESES
19244,APROBADO,POBLACION GENERAL,09010,REAL DEL MORAL,IZTAPALAPA,SOLTER0-A,SI,2,LICENCIATURA,CONCLUIDO,LIC RELACIONES COMERCIALES,0 A 3 MESES
19245,APROBADO,POBLACION GENERAL,09000,SAN PABLO,IZTAPALAPA,CASADO-A,SI,3,SECUNDARIA,CONCLUIDO,SIN DATO,0 A 3 MESES
19246,APROBADO,POBLACION GENERAL,09670,PALMITAS,IZTAPALAPA,SOLTER0-A,SI,2,BACHILLERATO,TRUNCO,SIN DATO,0 A 3 MESES
19247,APROBADO,POBLACION GENERAL,09780,LOMAS DE SAN LORENZO,IZTAPALAPA,CASADO-A,SI,5,BACHILLERATO,TRUNCO,SIN DATO,0 A 3 MESES
19248,APROBADO,POBLACION GENERAL,09708,MIXCOATL,IZTAPALAPA,CASADO-A,SI,2,BACHILLERATO,TRUNCO,MANTENIMIENTO Y CONTABILIDAD,0 A 3 MESES
